
**************************************************************************************
ZeroBus_no 	 RealPower Loss (kW) 	 Reactive Power loss (kVAR) 
**************************************************************************************

	1		 202.676991 		 135.141319
	2		 189.137011 		 128.020532
	3		 133.696806 		 98.686496
	4		 118.235571 		 90.106178
	5		 106.288915 		 83.326462
	6		 86.375259 		 66.278082
	7		 96.290083 		 100.175236
	8		 143.630029 		 115.642220
	9		 224.396987 		 173.655941
	10		 309.906695 		 234.250319
	11		 326.640540 		 239.765457
	12		 359.504076 		 250.599786
	13		 493.398642 		 355.914831
	14		 544.587680 		 423.302156
	15		 604.302419 		 476.448022
	16		 681.566407 		 532.867996
	17		 818.451680 		 715.630814
	18		 898.045012 		 778.044164
	19		 207.067654 		 145.131261
	20		 380.008902 		 300.959960
	21		 429.267938 		 358.506838
	22		 518.211716 		 476.107350
	23		 164.768896 		 119.897788
	24		 232.229208 		 173.167920
	25		 322.188002 		 243.558668
	26		 96.074198 		 71.132235
	27		 110.720251 		 78.472093
	28		 169.608226 		 130.469367
	29		 217.730046 		 172.438183
	30		 251.891620 		 189.820182
	31		 340.902985 		 277.788158
	32		 371.700526 		 313.683834
	33		 409.205288 		 371.997690
**************************************************************************************
